CASENUM,VEH_NO,TRAILER_NO,VEHICLEDESCRIPTOR,VINDECODEDON,VINDECODEERROR,VEHICLETYPEID,VEHICLETYPE,MANUFACTURERFULLNAMEID,MANUFACTURERFULLNAME,MAKEID,MAKE,MODELID,MODEL,MODELYEAR,SERIES,TRIM,PLANTCOUNTRYID,PLANTCOUNTRY,PLANTSTATE,PLANTCITY,PLANTCOMPANYNAME,NONLANDUSEID,NONLANDUSE,NOTE,BODYCLASSID,BODYCLASS,GROSSVEHICLEWEIGHTRATINGFROMID,GROSSVEHICLEWEIGHTRATINGFROM,GROSSVEHICLEWEIGHTRATINGTOID,GROSSVEHICLEWEIGHTRATINGTO,TRAILERBODYTYPEID,TRAILERBODYTYPE,TRAILERTYPECONNECTIONID,TRAILERTYPECONNECTION,TRAILERLENGTHFT,OTHERTRAILERINFO,AXLESCOUNT,AXLECONFIGURATIONID,AXLECONFIGURATION
202204035225,1,1,5NHTFT61*4U******,2023-07-21 02:47:50,0,6,TRAILER,1084,"FOREST RIVER, INC.",531,FOREST RIVER,2524,Flat Top Trail Blazer,2004,,,6,UNITED STATES (USA),GEORGIA,OCILLA,,,,Address: 193 Industrial Drive,61,Trailer,,,,,21,Travel Trailer,,,16.000,,1,,
202204039342,2,1,1UYVS253*K7******,2023-07-21 02:47:50,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2019,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202204040302,1,1,3H3V532C*CT******,2023-07-21 02:47:50,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2012,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
202204040302,4,1,1E9AA482*N1588***,2023-07-21 02:47:50,0,6,TRAILER,15165,EXTREME TRAILERS LLC,5106,EXTREME TRAILERS LLC,12731,EXTREME TRAILERS LLC,2022,,,6,UNITED STATES (USA),OHIO,DOVER,,,,,,,,,,,6,Flat Bed Trailer/Platform Trailer,5,Fifth Wheel,48.000,,2,,
202204040749,2,1,1D9SD244*AR661***,2023-07-21 02:47:50,0,6,TRAILER,7719,"DRAGON ESP, LTD",956,DRAGON PRODUCTS,4976,Dragon Products,2010,,,6,UNITED STATES (USA),COLORADO,LAMAR,,,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,4,Straight Semi/Semi Trailer,24.000,,4,,
202204043191,1,1,4XTTN242*VC******,2023-07-21 02:47:50,0,6,TRAILER,1106,"MVP RV INC. (THOR CALIFORNIA, INC.)",2373,MVP RV INC. (THOR CALIFORNIA),2838,Tahoe/Fury,1997,,,6,UNITED STATES (USA),CALIFORNIA,MORENO VALLEY,Thor California,,,No Slide Out,,,,,,,,,30,Other,24.000,,2,,
202204043255,1,1,1GRAA062*7D******,2023-07-21 02:47:50,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2007,,,6,UNITED STATES (USA),PENNSYLVANIA,DANVILLE,,,,Effective 12/01/01,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,6.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
202204047042,2,1,1JJV532W*6L******,2023-07-21 02:47:50,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH,13327,Wabash National Corporation,2006,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
202204048083,1,1,5V8VA532*KM******,2023-07-21 02:47:50,1,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORTATION,6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2019,,,6,UNITED STATES (USA),INDIANA,MONON,,,,,61,Trailer,,,,,186,Dry Freight,6,Kingpin,53.000,"Interior Post Aluminum Sheet Trailer (VIP, MaxCube)",,3,Tandem
202204049329,1,1,47ZUB162*2X******,2023-07-21 02:47:50,0,6,TRAILER,1490,PACE AMERICAN OF TEXAS INC.,2500,PACE AMERICAN,6324,Pace American Trailer,2002,,,6,UNITED STATES (USA),TEXAS,,Pace American of Texas,,,"GVWR: 2,000-8,000",61,Trailer,2,"Class 2: 6,001 - 10,000 lb (2,722 - 4,536 kg)",,,59,Van/Covered Cargo/Enclosed,,,16.000,Length: 10-24 ft; Width: 7 ft; Tag ENclosed Cargo,2,,
202204052392,2,1,1LH930UH*L1******,2023-07-21 02:47:50,0,6,TRAILER,3729,"LANDOLL COMPANY, LLC",2123,LANDOLL CORPORATION,28252,930E,2020,,,6,UNITED STATES (USA),KANSAS,MARYSVILLE,,,,Dual Wheels,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,,,5,Fifth Wheel,,"Fifth wheel trailer with single drop bed, four beam construction, gooseneck outer frame beam, 8 inch crossmember spacing, bolt-on toolbox, high flow hydraulic slider tandem axles (25,000 lb capacity) with anti-lock brakes to lower traveling tail. Updated Grote LED electrical system, centralized grease system, Brand remote & disc brake axles are optional. GVWR 86,300 pounds (39,146 kg).",,3,Tandem
202204052893,1,1,1TTE532A*D3******,2023-07-21 02:47:50,0,6,TRAILER,8231,TRANSCRAFT CORPORATION,12051,BENSON/WABASH,27664,Aluminium Flatbed,2013,,,6,UNITED STATES (USA),KENTUCKY,CADIZ,,,,,61,Trailer,,,,,61,Drop Deck Trailer,6,Kingpin,53.000,,2,,
202204054917,1,1,3H3V281C*8T******,2023-07-21 02:47:50,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2008,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,,61,Trailer,,,,,36,Van Trailer,,,28.000,Material: Aluminum/Steel,1,,
202204054917,1,2,1GRAA561*EB******,2023-07-21 02:47:50,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2014,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,28.000,Dry Freight Van / Reefer Van / Insulated Van,1,,
202204054917,2,1,1GRAA062*4T******,2023-07-21 02:47:50,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2004,,,6,UNITED STATES (USA),INDIANA,TERRE HAUTE,,,,Effective 03/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,6.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
202204057902,2,1,1UYFS248*GA******,2023-07-21 02:47:50,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2016,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
202204058925,1,1,1GRAA962*9B******,2023-07-21 02:47:50,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2009,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,48.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
202204059042,3,1,1UYVS253*L2******,2023-07-21 02:47:50,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2020,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202204061507,1,1,1UYVS253*4M******,2023-07-21 02:47:50,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2004,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202204064772,1,1,5MADA343*DC******,2023-07-21 02:47:50,0,6,TRAILER,5950,"MAC TRAILER MFG, INC.",6826,MAC TRAILER MANUFACTURING,18288,MAC TRAILER MANUFACTURING,2013,,,6,UNITED STATES (USA),OHIO,ALLIANCE,,,,Commerce Street,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,,,34.000,Aluminum Frame,3,,
202204067555,2,1,1GRAA962*TB******,2023-07-21 02:47:50,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,1996,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,96.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
202204067644,2,1,1W9SC31C*LD020***,2023-07-21 02:47:50,0,6,TRAILER,15406,WELLCO MFG.,5973,WELLCO,15682,Wellco Trailer,2020,,,6,UNITED STATES (USA),CALIFORNIA,DIXON,,,,,61,Trailer,12,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,,20ft to 30ft,1,,
202204067644,2,2,1W9PC32D*LD020***,2023-07-21 02:47:50,0,6,TRAILER,15406,WELLCO MFG.,5973,WELLCO,15682,Wellco Trailer,2020,,,6,UNITED STATES (USA),CALIFORNIA,DIXON,,,,,61,Trailer,13,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,6,Flat Bed Trailer/Platform Trailer,14,Bumper Pull,,20ft to 30ft,2,,
202204067813,1,1,1GRAP062*HK******,2023-07-21 02:47:50,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2017,,,6,UNITED STATES (USA),ILLINOIS,KEWANEE,,,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
202204068854,2,1,1GRAA962*JD******,2023-07-21 02:47:50,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2018,,,6,UNITED STATES (USA),PENNSYLVANIA,DANVILLE,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,48.000,"Semitrailer - Dry Freight Van, Reefer Van, Insulated Van",2,,
202204074026,1,1,1UYFS248*DA******,2023-07-21 02:47:50,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2013,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
202204074166,1,1,1GRAA062*DE******,2023-07-21 02:47:50,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2013,,,6,UNITED STATES (USA),GEORGIA,STATESBORO,,,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
202204076335,1,1,5V8VA532*JM******,2023-07-21 02:47:50,0,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORTATION,6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2018,,,6,UNITED STATES (USA),INDIANA,MONON,,,,,61,Trailer,,,,,186,Dry Freight,6,Kingpin,53.000,"Interior Post Aluminum Sheet Trailer (VIP, MaxCube)",,3,Tandem
202204076777,2,1,5WSAWB33*XN******,2023-07-21 02:47:50,0,6,TRAILER,10142,WALKER STAINLESS EQUIPMENT CO,6978,WALKER,18560,DOT/TC-406,1999,,,6,UNITED STATES (USA),WISCONSIN,NEW LISBON,,,,,61,Trailer,,,,,15,Tank Trailer,,,,Trailer Material: Aluminum,3,,
202204077661,1,1,1UYVS253*6G******,2023-07-21 02:47:50,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2006,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202204078733,1,1,5NHUNS01*CU******,2023-07-21 02:47:50,0,6,TRAILER,1084,"FOREST RIVER, INC.",531,FOREST RIVER,3029,Sunshine,2012,,,6,UNITED STATES (USA),GEORGIA,OCILLA,,,,193 Industrial Drive,61,Trailer,,,,,16,Utility Trailer,,,10.000,,1,,
202204080362,2,1,3H3C492S*TT******,2023-07-21 02:47:50,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,1996,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,,61,Trailer,,,,,109,Container Chassis/Container Trailer,,,49.000,Material: Steel,2,,
202204083915,2,1,1LH930VH*M1******,2023-07-21 02:47:50,0,6,TRAILER,3729,"LANDOLL COMPANY, LLC",2123,LANDOLL CORPORATION,28252,930E,2021,,,6,UNITED STATES (USA),KANSAS,MARYSVILLE,,,,Dual Wheels,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,,,5,Fifth Wheel,,"Fifth wheel trailer with single drop bed, four beam construction, gooseneck outer frame beam, 8 inch crossmember spacing, bolt-on toolbox, high flow hydraulic slider tandem axles (25,000 lb capacity) with anti-lock brakes to lower traveling tail. Updated Grote LED electrical system, centralized grease system, Brand remote & disc brake axles are optional. GVWR 86,300 pounds (39,146 kg).",,3,Tandem
202204085588,1,1,13N2532C*G1******,2023-07-21 02:47:50,0,6,TRAILER,12268,FONTAINE COMMERCIAL PLATFORM,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,1986,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,53.000,Optional Features: sliding suspension,2,,
202204088213,1,1,1GRAA062*DW******,2023-07-21 02:47:50,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2013,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
202204090507,1,1,1UYVS253*EP******,2023-07-21 02:47:50,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2014,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202204091678,3,1,5LKL5236*H1******,2023-07-21 02:47:50,0,6,TRAILER,3083,LOAD KING LLC,8486,LOAD KING,22419,Load King,2017,,,6,UNITED STATES (USA),SOUTH DAKOTA,ELK POINT,,,,,61,Trailer,,,,,11,Lowboy/Low bed Trailer,,,52.000,Frame Capacity of Trailer: 56-65 US tons,3,,
202204094494,1,1,1UYVS253*CP******,2023-07-21 02:47:50,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2012,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202204097237,2,1,1DW1A532*2S******,2023-07-21 02:47:50,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2002,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202204097904,2,1,3H3V532C*GT******,2023-07-21 02:47:50,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2016,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
202204098206,1,1,1NL1G222*M7******,2023-07-21 02:47:50,0,6,TRAILER,5351,"GULF STREAM COACH, INC.",7634,"GULF STREAM COACH, INC.",20574,"Gulf Stream Coach, Inc.",2021,,,6,UNITED STATES (USA),INDIANA,ETNA GREEN,,,,330 N. Tower Road,61,Trailer,,,,,10,Camper Trailer,1,Ball Type Pull,,"Trailer Length:21' 6"" through 22'5""",2,,
202204099561,2,1,1UYVS253*C2******,2023-07-21 02:47:50,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2012,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202204099825,1,1,50ZBE162*NN******,2023-07-21 02:47:50,0,6,TRAILER,19448,QUALITY CARGO TRAILERS LLC,10185,"QUALITY CARGO, LLC",26504,"Quality Cargo, LLC",2022,,,6,UNITED STATES (USA),GEORGIA,NASHVILLE,,,,,61,Trailer,,,,,5,Enclosed Trailer,1,Ball Type Pull,16.000,,2,,
202204104152,2,1,5JWGT222*NN******,2023-07-21 02:47:50,0,6,TRAILER,9916,NOVAE LLC,2158,H & H TRAILERS,5933,H & H Trailers,2022,,,6,UNITED STATES (USA),IOWA,CLARINDA,,,,,61,Trailer,,,,,76,Tilt/Angled Trailer,1,Ball Type Pull,22.000,Gravity Tilt Lo-Deck / Utility Trailer,2,,
202204105703,2,1,3H3V532C*CT******,2023-07-21 02:47:50,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2012,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
202204106264,2,1,1RNF53A2*JR******,2023-07-21 02:47:50,0,6,TRAILER,3579,"REITNOUER, INC.",5594,REITNOUER INC,14493,Reitnouer Inc Trailers,2018,,,6,UNITED STATES (USA),PENNSYLVANIA,READING,,,,,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,53.000,Airride,2,,
202204107319,2,1,1UYVS253*K6******,2023-07-21 02:47:50,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2019,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202204109679,3,1,16V6C162*F5******,2023-07-21 02:47:50,1,6,TRAILER,9132,"BIG TEX TRAILER MANUFACTURING, LLC",1136,BIG TEX,5625,Big Tex,2015,,,6,UNITED STATES (USA),OKLAHOMA,MADILL,"Big Tex Trailer Manufacturing, Inc.",,,,61,Trailer,,,,,3,Car Hauler Trailer,6,Kingpin,16.000,,2,,
202204112126,2,1,1UYVS253*N3******,2023-07-21 02:47:50,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2022,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202204112454,2,1,4C6FC502*21******,2023-07-21 02:47:50,0,6,TRAILER,17312,"REINKE MANUFACTURING COMPANY, INC",2796,"REINKE MANUFACTURING COMPANY, INC",6737,Reinke Manufacturing Company Inc,2002,,,6,UNITED STATES (USA),NEBRASKA,DESHLER,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,50.000,Flatbed Combo (Steel/Alum),2,,
202204113306,2,1,5WSABB23*LN******,2023-07-21 02:47:50,0,6,TRAILER,10142,WALKER STAINLESS EQUIPMENT CO,1092,BULK TANK INTERNATIONAL,22683,NON-DOT/TC Spec (3A/FOODGRADE/WATER/FERTILIZER/SEPTIC/DRY BULK/ETC.),2020,,,6,UNITED STATES (USA),WISCONSIN,NEW LISBON,,,,,61,Trailer,,,,,15,Tank Trailer,4,Straight Semi/Semi Trailer,,Length of Trailer: 40-49 feet,2,,
202204114138,2,1,527SR532*NL******,2023-07-21 02:47:50,0,6,TRAILER,6703,CIMC REEFER TRAILER INC.,1561,"CIMC REEFER TRAILER,INC",4978,"CIMC REEFER TRAILER,INC.",2022,,,6,UNITED STATES (USA),CALIFORNIA,LOS ANGELES,"CIMC Reefer Trailer,Inc",,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Body Type: Reefer Van Trailer,2,,
202204117071,2,1,13N14820*B1******,2023-07-21 02:47:50,0,6,TRAILER,12268,FONTAINE COMMERCIAL PLATFORM,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,2011,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,,,Optional Features: None,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,48.000,,2,,
202204117103,1,1,1UYFS248*EA******,2023-07-21 02:47:50,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2014,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
202204118674,2,1,1GRAA802*KB******,2023-07-21 02:47:50,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2019,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,40.000,"Semitrailer - Dry Freight Van, Reefer Van, Insulated Van",2,,
202204119671,2,1,1NNVX532*YM******,2023-07-21 02:47:50,0,6,TRAILER,15472,EVANS PRODUCTS COMPANY,6021,MONON,29523,Monon,2000,,,6,UNITED STATES (USA),INDIANA,MONON,,,,,61,Trailer,,,,,101,Other,,,53.000,Exterior Post,2,3,Tandem
202204120190,1,1,1W1BGAJC*BH******,2023-07-21 02:47:50,0,6,TRAILER,11681,WILSON TRAILER CO.,3855,WILSON TRAILER CO.,8390,Wilson Trailer Co.,2011,LH ROLLUP - FULL SWING - STYLE A OR C,,6,UNITED STATES (USA),SOUTH DAKOTA,YANKTON,PLANT 5,,,,61,Trailer,4,"Class 3: 10,001 - 14,000 lb (4,536 - 6,350 kg)",5,"Class 4: 14,001 - 16,000 lb (6,350 - 7,258 kg)",13,Livestock Trailer,3,Gooseneck,24.000,"Type of Trailer: GSNECK LVSTK (PSGN) GVWR 12,5000 TO 16,000#",2,,
202204120210,1,1,1GRAP062*ET******,2023-07-21 02:47:50,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2014,,,6,UNITED STATES (USA),INDIANA,TERRE HAUTE,,,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
202204123711,2,1,1UYVS236*EP******,2023-07-21 02:47:50,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2014,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,36.000,,2,,
202204128586,1,1,1GRAA062*6T******,2023-07-21 02:47:50,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2006,,,6,UNITED STATES (USA),INDIANA,TERRE HAUTE,,,,Effective 03/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,6.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
202204129415,1,1,1GRAP062*KJ******,2023-07-21 02:47:50,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2019,,,6,UNITED STATES (USA),ARKANSAS,JONESBORO,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,"Semitrailer - Dry Freight Van, Reefer Van, Insulated Van",2,,
202204130308,2,1,1UYVS253*L6******,2023-07-21 02:47:50,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2020,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202204130517,1,1,1UYVS253*J7******,2023-07-21 02:47:50,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2018,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202204135097,2,1,1W9H3532*GH157***,2023-07-21 02:47:50,0,6,TRAILER,16951,WALLY MO TRAILERS,9615,WALLY-MO,24074,Wally-Mo,2016,3 Vehicle,,6,UNITED STATES (USA),TENNESSEE,HOLLADAY,,,,,61,Trailer,,,,,3,Car Hauler Trailer,,,53.000,,2,,
202204135338,2,1,1PT01DNH*29******,2023-07-21 02:47:50,0,6,TRAILER,3233,TRAILMOBILE (PULLMAN INCORPORATED),6072,TRAILMOBILE,15904,Trailmobile Trailer,2002,Optimum,,6,UNITED STATES (USA),ILLINOIS,CHARLESTON,,,,,61,Trailer,,,,,142,Wedge Trailer,,,,Over 45ft,,3,Tandem
202204135980,1,1,4C9SN372*GA061***,2023-07-21 02:47:50,0,6,TRAILER,9583,"C-ALL MFG, INC.",7940,"C-ALL MFG., INC.",21227,"C-ALL MFG., INC.",2016,,"70,000#",6,UNITED STATES (USA),OKLAHOMA,ATOKA,,,,,61,Trailer,,,,,111,Special Design Trailer,,,37.000,,2,,
202204137565,1,1,4YMBU121*MT******,2023-07-21 02:47:50,0,6,TRAILER,13315,"CARRY-ON TRAILER, INC.",4933,CARRY-ON TRAILER,12040,Carry-On Trailer,2021,,,6,UNITED STATES (USA),TEXAS,MEXIA,,,,,61,Trailer,,,,,32,Open Bed Trailer,1,Ball Type Pull,12.000,,1,,
202204138139,1,1,5JW1U202*G2******,2023-07-21 02:47:50,0,6,TRAILER,9916,NOVAE LLC,2410,SURE-TRAC,6193,Sure-Trac Trailers,2016,,,6,UNITED STATES (USA),INDIANA,NORTH MANCHESTER,Novae Corporation,,,,61,Trailer,,,,,16,Utility Trailer,1,Ball Type Pull,20.000,,2,,
