CASENUM,VEH_NO,TRAILER_NO,VEHICLEDESCRIPTOR,VINDECODEDON,VINDECODEERROR,VEHICLETYPEID,VEHICLETYPE,MANUFACTURERFULLNAMEID,MANUFACTURERFULLNAME,MAKEID,MAKE,MODELID,MODEL,MODELYEAR,SERIES,TRIM,PLANTCOUNTRYID,PLANTCOUNTRY,PLANTSTATE,PLANTCITY,PLANTCOMPANYNAME,NONLANDUSEID,NONLANDUSE,NOTE,BODYCLASSID,BODYCLASS,GROSSVEHICLEWEIGHTRATINGFROMID,GROSSVEHICLEWEIGHTRATINGFROM,GROSSVEHICLEWEIGHTRATINGTOID,GROSSVEHICLEWEIGHTRATINGTO,TRAILERBODYTYPEID,TRAILERBODYTYPE,TRAILERTYPECONNECTIONID,TRAILERTYPECONNECTION,TRAILERLENGTHFT,OTHERTRAILERINFO,AXLESCOUNT,AXLECONFIGURATIONID,AXLECONFIGURATION
202305124799,1,1,2M513161*D1******,2024-08-02 03:06:25,0,6,TRAILER,5771,THE CANAM MANAC GROUP INC,7933,MANAC,21215,Manac Trailer,2013,,,1,CANADA,QUEBEC,ST. GEORGES,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,161.000,Trailer Length in decimeters,3,,
202305126040,2,1,4M9DS232*P1017***,2024-08-02 03:06:25,0,6,TRAILER,14718,MIDWEST TRAILER MANUFACTURING LLC,4856,MIDWEST TRAILER MANUFACTURING,10976,Midwest Trailer Manufacturing,2023,,,6,UNITED STATES (USA),ILLINOIS,KEWANEE,"Midwest Trailer Manufacturing, LLC",,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,,,23.000,Body Type: Steel,2,,
202305126199,3,1,46UFU362*D1******,2024-08-02 03:06:25,0,6,TRAILER,16231,"ROADCLIPPER ENTERPRISES, INC.",6469,DIAMOND C TRAILER MFG.,17772,Diamond C Trailer Mfg.,2013,,,6,UNITED STATES (USA),TEXAS,MT. PLEASANT,,,,,61,Trailer,,,,,16,Utility Trailer,,,36.000,Flatbed,2,,
202305130293,2,1,1E9AA482*N1588***,2024-08-02 03:06:25,0,6,TRAILER,15165,EXTREME TRAILERS LLC,5106,EXTREME TRAILERS LLC,12731,EXTREME TRAILERS LLC,2022,,,6,UNITED STATES (USA),OHIO,DOVER,,,,,,,,,,,6,Flat Bed Trailer/Platform Trailer,5,Fifth Wheel,48.000,,2,,
202305131103,2,1,558MTB32*PK******,2024-08-02 03:06:25,0,6,TRAILER,7785,MAC LTT INC.,2552,MAC,6384,MAC,2023,,,6,UNITED STATES (USA),OHIO,KENT,,,,,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,,,,,,Trailer Type = Aluminium DOT 406,2,,
202305132068,1,1,5MAPA482*NA******,2024-08-02 03:06:25,0,6,TRAILER,5950,"MAC TRAILER MFG, INC.",6826,MAC TRAILER MANUFACTURING,18288,MAC TRAILER MANUFACTURING,2022,,,6,UNITED STATES (USA),OHIO,SALEM,ALLEN ROAD 20,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,48.000,ALUMINUM FRAME,2,,
202305134295,1,1,3H3V281K*RJ******,2024-08-02 03:06:25,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2024,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,Body Type: SEMITRAILER,61,Trailer,,,,,36,Van Trailer,6,Kingpin,28.000,,1,,
202305135185,2,1,1UYVS253*K6******,2024-08-02 03:06:25,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2019,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202305137347,1,1,5WSAWA53*GN******,2024-08-02 03:06:25,0,6,TRAILER,10142,WALKER STAINLESS EQUIPMENT CO,6978,WALKER,18560,DOT/TC-406,2016,,,6,UNITED STATES (USA),WISCONSIN,NEW LISBON,,,,,61,Trailer,,,,,15,Tank Trailer,,,,Trailer Material: Aluminum,5,,
202305137753,1,1,527SR532*RM******,2024-08-02 03:06:25,0,6,TRAILER,6703,CIMC REEFER TRAILER INC.,1561,"CIMC REEFER TRAILER,INC",4978,"CIMC REEFER TRAILER,INC.",2024,,,6,UNITED STATES (USA),INDIANA,MONON,"CIMC Reefer Trailer,Inc",,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Body Type: Reefer Van Trailer,2,,
202305138501,2,1,5MAPA482*LA******,2024-08-02 03:06:25,0,6,TRAILER,5950,"MAC TRAILER MFG, INC.",6826,MAC TRAILER MANUFACTURING,18288,MAC TRAILER MANUFACTURING,2020,,,6,UNITED STATES (USA),,SALEM,ALLEN ROAD 20,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,48.000,Body with Aluminum Frame,2,,
202305140776,1,1,5ZT2CKEC*KY******,2024-08-02 03:06:25,0,6,TRAILER,1084,"FOREST RIVER, INC.",531,FOREST RIVER,2393,Cherokee,2019,,,6,UNITED STATES (USA),INDIANA,TOPEKA,,,,Address: 403 Lehman Ave.,61,Trailer,,,,,21,Travel Trailer,1,Ball Type Pull,16.000,,1,,
202305146430,1,1,5V8VC532*FM******,2024-08-02 03:06:25,0,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORTATION,6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2015,,,6,UNITED STATES (USA),INDIANA,MONON,,,,,61,Trailer,,,,,186,Dry Freight,6,Kingpin,53.000,Composite Plate Semitrailer (VXP),,3,Tandem
202305148017,1,1,3H3V532C*JR******,2024-08-02 03:06:25,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2018,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
202305153605,1,1,1L9GV610*6N383***,2024-08-02 03:06:25,0,6,TRAILER,10873,LOUDO TRAILERS INC.,2164,LOUDO TRAILERS,5941,Loudo Trailers,2006,,,6,UNITED STATES (USA),FLORIDA,NEWBERRY,,,,,61,Trailer,,,,,36,Van Trailer,3,Gooseneck,61.000,,0,,
202305156002,1,1,1GR1A962*LB******,2024-08-02 03:06:25,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2020,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,,,61,Trailer,,,,,,,6,Kingpin,48.000,"Semitrailer - dry freight, reefer, or insulated van",2,,
202305159212,1,1,47CTD1T2*RB******,2024-08-02 03:06:25,0,6,TRAILER,11811,DUTCHMEN MANUFACTURING INC.,860,DUTCHMEN MANUFACTURING,5608,Dutchmen Manufacturing,2024,Denali,,6,UNITED STATES (USA),TENNESSEE,BRISTOL,,,,,61,Trailer,,,,,21,Travel Trailer,,,38.000,36 but less than 38,2,,
202305159786,1,1,1JJV532B*ML******,2024-08-02 03:06:25,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10945,Refrigerated Van,2021,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
202305160449,2,1,5MAPA482*NH******,2024-08-02 03:06:25,0,6,TRAILER,5950,"MAC TRAILER MFG, INC.",6826,MAC TRAILER MANUFACTURING,18288,MAC TRAILER MANUFACTURING,2022,,,6,UNITED STATES (USA),OKLAHOMA,,Oklahoma 90,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,48.000,ALUMINUM FRAME,2,,
202305162582,1,1,3E1FB2K3*HS******,2024-08-02 03:06:25,1,6,TRAILER,11798,BULK TANK INTERNATIONAL S DE RL DE CV,6975,BULK,18547,DOT/TC-407,2017,,SS,12,MEXICO,GUANAJUATO,SAN JOSE ITURBIDE,,,,,61,Trailer,,,,,15,Tank Trailer,,,,Trailer Length: 30 - 39 feet,3,,
202305163077,1,1,4J8T0422*PT******,2024-08-02 03:06:25,0,6,TRAILER,2695,"LBT, INC.",7990,LBT INC,21385,LBT INC TRAILER,2023,,,6,UNITED STATES (USA),NEBRASKA,OMAHA,,,,,61,Trailer,,,,,15,Tank Trailer,,,42.000,,2,,
202305165174,1,1,1W4200G2*43******,2024-08-02 03:06:25,0,6,TRAILER,16014,"UNIVERSAL TRAILER CARGO GROUP, INC.",6062,WELLS CARGO,15857,Wells Cargo Trailer,2004,,,6,UNITED STATES (USA),GEORGIA,,,,,,61,Trailer,,,,,5,Enclosed Trailer,,,,16 to less than 18 ft,2,,
202305166527,2,1,5MATA422*KX******,2024-08-02 03:06:25,0,6,TRAILER,5950,"MAC TRAILER MFG, INC.",6826,MAC TRAILER MANUFACTURING,18288,MAC TRAILER MANUFACTURING,2019,,,6,UNITED STATES (USA),TEXAS,RHOME,RHOME 55,,,,61,Trailer,,,,,174,Dry Bulk Trailer,6,Kingpin,42.000,Pneumatic Tanker,2,,
202305167644,1,1,1GRAA062*FT******,2024-08-02 03:06:25,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,1985,,,6,UNITED STATES (USA),INDIANA,TERRE HAUTE,,,,Effective 03/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,6.000,Dry Freight / Reefer / Insulated Van,2,,
202305168013,1,1,4CZPD271*D1******,2024-08-02 03:06:25,0,6,TRAILER,16553,CZ ENGINEERING INC,8922,"CZ ENGINEERING, INC.",23038,"CZ Engineering, Inc.",2013,,,6,UNITED STATES (USA),MISSOURI,DIXON,,,,,61,Trailer,,,,,91,Pole Trailer,,,27.000,"Axle capacity: 24,000#",1,,
202305168042,3,1,3H3V532C*KR******,2024-08-02 03:06:25,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2019,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
202305170582,2,1,1UYVS253*N6******,2024-08-02 03:06:25,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2022,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202305172231,2,1,1KKVE532*YL******,2024-08-02 03:06:25,0,6,TRAILER,2340,KENTUCKY MANUFACTURING CO.,2048,KENTUCKY,30822,Electronics Trailer,2000,,,6,UNITED STATES (USA),KENTUCKY,LOUISVILLE,Kentucky Manufacturing Co.,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
202305179325,1,1,4P5PL242*M1******,2024-08-02 03:06:25,0,6,TRAILER,16013,"PJ TRAILERS MANUFACTURING, INC.",6060,PJ,28324,PJ,2021,,,6,UNITED STATES (USA),TEXAS,SUMNER,,,,,61,Trailer,,,,,101,Other,30,Other,24.000,Variable HITCH based on Size/Type of Trailer,2,,
202305179567,3,1,527SR532*PL******,2024-08-02 03:06:25,0,6,TRAILER,6703,CIMC REEFER TRAILER INC.,1561,"CIMC REEFER TRAILER,INC",4978,"CIMC REEFER TRAILER,INC.",2023,,,6,UNITED STATES (USA),CALIFORNIA,LOS ANGELES,"CIMC Reefer Trailer,Inc",,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Body Type: Reefer Van Trailer,2,,
202305180611,1,1,55YBE162*MN******,2024-08-02 03:06:25,0,6,TRAILER,1235,CYNERGY CARGO LLC,661,CYNERGY CARGO,3736,Cynergy Cargo,2021,,,6,UNITED STATES (USA),GEORGIA,NASHVILLE,,,,,61,Trailer,,,,,5,Enclosed Trailer,1,Ball Type Pull,16.000,,2,,
202305181313,1,1,1H9CS081*EK253***,2024-08-02 03:06:25,0,6,TRAILER,12986,HANNIGAN FAIRING CO LTD,9180,HANNIGAN FAIRING CO. LTD.,23416,Hannigan Fairing Co. Ltd.,2014,Sport,,6,UNITED STATES (USA),KENTUCKY,,,,,,61,Trailer,,,,,160,Cargo Trailer,,,8.000,,1,,
202305181315,1,1,1GRAA062*CW******,2024-08-02 03:06:25,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2012,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
202305181315,2,1,1DW1A532*ES******,2024-08-02 03:06:25,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2014,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202305182658,2,1,1UYVS253*L7******,2024-08-02 03:06:25,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2020,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202305183119,1,1,1JJV532D*PL******,2024-08-02 03:06:25,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2023,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,6,Kingpin,53.000,,2,,
202305187323,1,1,527SR532*PM******,2024-08-02 03:06:25,0,6,TRAILER,6703,CIMC REEFER TRAILER INC.,1561,"CIMC REEFER TRAILER,INC",4978,"CIMC REEFER TRAILER,INC.",2023,,,6,UNITED STATES (USA),INDIANA,MONON,"CIMC Reefer Trailer,Inc",,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Body Type: Reefer Van Trailer,2,,
202305187445,2,1,4P5CC202*J1******,2024-08-02 03:06:25,0,6,TRAILER,16013,"PJ TRAILERS MANUFACTURING, INC.",6060,PJ,28324,PJ,2018,,,6,UNITED STATES (USA),TEXAS,SUMNER,,,,,61,Trailer,,,,,23,Equipment Trailer,30,Other,20.000,Variable HITCH based on Size/Type of Trailer,2,,
202305193511,2,1,3H3V532C*JR******,2024-08-02 03:06:25,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2018,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
202305194457,2,1,1M9SD282*6S567***,2024-08-02 03:06:25,0,6,TRAILER,2429,MONTONE TRAILERS LLC,8319,"MONTONE TRAILERS, LLC",22111,"Montone Trailers, LLC",2006,,,6,UNITED STATES (USA),SOUTH CAROLINA,DILLON,,,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,4,Straight Semi/Semi Trailer,28.000,,2,,
202305194975,2,1,5HTSA442*R7******,2024-08-02 03:06:25,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",2024,,,6,UNITED STATES (USA),TENNESSEE,ATHENS,,,,,61,Trailer,,,,,15,Tank Trailer,4,Straight Semi/Semi Trailer,44.000,AL 306/406,2,,
202305196881,1,1,1GRAA062*5T******,2024-08-02 03:06:25,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2005,,,6,UNITED STATES (USA),INDIANA,TERRE HAUTE,,,,Effective 03/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,6.000,Dry Freight/ Reefer/ Insulated Van,2,,
202305197537,2,1,1S12GC40*NB******,2024-08-02 03:06:25,0,6,TRAILER,14956,"STRICK TRAILERS, LLC",4977,STRICK COMMERCIAL TRAILER,12176,Strick Commercial Trailer,1992,,,6,UNITED STATES (USA),,BERWICK,,,,,61,Trailer,,,,,46,Chassis,3,Gooseneck,40.000,,2,3,Tandem
202305197688,1,1,1UYVS253*CU******,2024-08-02 03:06:25,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2012,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202305197970,2,1,1UYVS253*K6******,2024-08-02 03:06:25,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2019,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202305198874,1,1,1JJV532D*CL******,2024-08-02 03:06:25,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2012,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
202305198965,2,1,5V8VC532*GM******,2024-08-02 03:06:25,0,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORTATION,6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2016,,,6,UNITED STATES (USA),INDIANA,MONON,,,,,61,Trailer,,,,,186,Dry Freight,6,Kingpin,53.000,Composite Plate Semitrailer (VXP),,3,Tandem
202305199934,1,1,5GLBE142*HC******,2024-08-02 03:06:25,0,6,TRAILER,15975,G.T. EXPRESS ENTERPRISES. INC.,5570,EXPRESS TRAILERS INC,14388,Express Trailers Inc,2017,,,6,UNITED STATES (USA),FLORIDA,CLEARWATER,,,,,61,Trailer,,,,,5,Enclosed Trailer,14,Bumper Pull,14.000,,2,,
202305201603,1,1,5UZBE162*BD******,2024-08-02 03:06:25,0,6,TRAILER,8466,BENDRON ENTERPRISES,1318,DIAMOND CARGO,4667,Diamond Cargo,2011,,,6,UNITED STATES (USA),GEORGIA,DOUGLAS,Bendron Enterprises,,,,61,Trailer,,,,,5,Enclosed Trailer,1,Ball Type Pull,16.000,,2,,
202305201616,2,1,1L9L1AF2*M5584***,2024-08-02 03:06:25,0,6,TRAILER,18728,"LONG RUN TRAILERS AND FABRICATION , LLC",9826,"LONG RUN TRAILERS & FABRICATION, LLC",25203,"Long Run Trailers & Fabrication, LLC",2021,,,6,UNITED STATES (USA),MISSISSIPPI,HATTIESBURG,,,,,61,Trailer,,,,,16,Utility Trailer,1,Ball Type Pull,18.000,,2,,
202305202038,1,1,1T9AS482*GB540***,2024-08-02 03:06:25,0,6,TRAILER,3629,TXTX LLC,3225,TAKE 3 TRAILERS INC,7359,Take 3 Trailers Inc,2016,,,6,UNITED STATES (USA),TEXAS,BRENHAM,,,,,61,Trailer,,,,,95,Auto Hauler,,,48.000,Body Type: Square Tubing,2,,
202305204177,1,1,4U3J0584*HL******,2024-08-02 03:06:25,0,6,TRAILER,9213,"BULL MOOSE HEAVY HAUL, INC",6869,X-L SPECIALIZED TRAILERS INC,18367,X-L SPECIALIZED TRAILERS INC,2017,,,6,UNITED STATES (USA),IOWA,MANCHESTER,,,,,61,Trailer,,,,,,,,,58.000,"Front-loading Detachable/Non-Rigid Neck (MFG, MDE, HDG, HDE, Folding Goose Neck)",4,,
202305204290,1,1,1S9S0000*Y0009***,2024-08-02 03:06:25,0,6,TRAILER,4988,SUPERIOR TRAILER WORKS,9258,SUPERIOR TRAILER WORKS,23494,Superior Trailer Works,2000,,,6,UNITED STATES (USA),CALIFORNIA,LOS ANGELES,,,,,61,Trailer,,,,,141,Transfer Trailer,,,33.000,Type of Trailer: Full Trailer,2,,
202305204928,1,1,1JJV532D*KL******,2024-08-02 03:06:25,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2019,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
202305208048,1,1,1UYFS253*N5******,2024-08-02 03:06:25,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2022,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202305211487,1,1,1E1C2Y28*FR******,2024-08-02 03:06:25,1,6,TRAILER,5338,EAST MANUFACTURING CORP.,1334,EAST MANUFACTURING CORP.,4686,East Manufacturing Corp,2015,,,6,UNITED STATES (USA),OHIO,RANDOLPH,,,,,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,109,Container Chassis/Container Trailer,,,48.000,Aluminum Body - Aluminum Frame,2,,
202305211487,3,1,16VGX252*G6******,2024-08-02 03:06:25,0,6,TRAILER,9132,"BIG TEX TRAILER MANUFACTURING, LLC",1136,BIG TEX,5625,Big Tex,2016,,,6,UNITED STATES (USA),TEXAS,WILLS POINT,"Big Tex Trailer Manufacturing, Inc.",,,,61,Trailer,,,,,16,Utility Trailer,3,Gooseneck,25.000,,2,,
202305211894,2,1,558MTB32*PK******,2024-08-02 03:06:25,0,6,TRAILER,7785,MAC LTT INC.,2552,MAC,6384,MAC,2023,,,6,UNITED STATES (USA),OHIO,KENT,,,,,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,,,,,,Trailer Type = Aluminium DOT 406,2,,
202305213437,2,1,1UYVS253*K6******,2024-08-02 03:06:25,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2019,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202305214532,2,1,141SN220*C1******,2024-08-02 03:06:25,0,6,TRAILER,16170,KARI-KOOL,5740,KARI-KOOL,14985,KARI-KOOL TRANSPORTS,2012,,,6,UNITED STATES (USA),WISCONSIN,BEAVER DAM,,,,,61,Trailer,,,,,15,Tank Trailer,4,Straight Semi/Semi Trailer,22.000,Non-Insulated,0,,
202305215048,1,1,1DW1C532*SS******,2024-08-02 03:06:25,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2025,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,,,61,Trailer,,,,,46,Chassis,4,Straight Semi/Semi Trailer,53.000,,2,,
202305216079,1,1,527SR532*PL******,2024-08-02 03:06:25,0,6,TRAILER,6703,CIMC REEFER TRAILER INC.,1561,"CIMC REEFER TRAILER,INC",4978,"CIMC REEFER TRAILER,INC.",2023,,,6,UNITED STATES (USA),CALIFORNIA,LOS ANGELES,"CIMC Reefer Trailer,Inc",,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Body Type: Reefer Van Trailer,2,,
202305216287,2,1,2MWBU700*NM******,2024-08-02 03:06:25,0,6,TRAILER,18618,MARLON RECREATIONAL PRODUCTS LTD,9764,MARLON RECREATIONAL PRODUCTS LTD.,24983,Marlon Recreational Products Ltd.,2022,,,1,CANADA,MANITOBA,ST. ANDREWS,,,,,61,Trailer,,,,,16,Utility Trailer,1,Ball Type Pull,70.000,,0,,
202305221555,1,1,1TTF532A*D3******,2024-08-02 03:06:25,0,6,TRAILER,8231,TRANSCRAFT CORPORATION,12051,BENSON/WABASH,27664,Aluminium Flatbed,2013,,,6,UNITED STATES (USA),KENTUCKY,CADIZ,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,53.000,,2,,
202305221555,2,1,1S12E928*HE******,2024-08-02 03:06:25,1,6,TRAILER,14956,"STRICK TRAILERS, LLC",4977,STRICK COMMERCIAL TRAILER,12176,Strick Commercial Trailer,1987,Smooth Side,,6,UNITED STATES (USA),,MONROE,,,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,28.000,Dry Freight Van,2,3,Tandem
202305221555,2,2,1S12E928*ME******,2024-08-02 03:06:25,1,6,TRAILER,14956,"STRICK TRAILERS, LLC",4977,STRICK COMMERCIAL TRAILER,12176,Strick Commercial Trailer,1991,Smooth Side,,6,UNITED STATES (USA),,MONROE,,,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,28.000,Dry Freight Van,2,3,Tandem
202305221734,1,1,1TDH4002*AB******,2024-08-02 03:06:25,0,6,TRAILER,8330,TIMPTE INC.,5331,"TIMPTE, INC",13636,Timpte,2010,,,6,UNITED STATES (USA),NEBRASKA,DAVID CITY,,,,"Seventh VIN position indicates the additional length of the trailer to the nearest inch up to 9 inches. If the additional length is 10 inches or more the seventh character is zero (0) and the sixth character will be increased to the next foot. For example : a 42ft 9in trailer will be represent in VIN position 5, 6 & 7 as ""429"" and a 42ft 10in. trailer will be represented in VIN position 5 , 6 & 7 as ""430"" respectively.",61,Trailer,,,,,174,Dry Bulk Trailer,,,40.000,Dry Bulk-Bottom Hopper,2,,
202305221762,1,1,16VDX122*F4******,2024-08-02 03:06:25,0,6,TRAILER,9132,"BIG TEX TRAILER MANUFACTURING, LLC",1136,BIG TEX,5625,Big Tex,2015,,,6,UNITED STATES (USA),IDAHO,CALDWELL,"Big Tex Trailer Manufacturing, Inc.",,,,61,Trailer,,,,,16,Utility Trailer,,,12.000,Dump Trailer,2,,
202305222203,1,1,1YGUS121*EB******,2024-08-02 03:06:25,0,6,TRAILER,2198,ALUMA,6142,ALUMA,16269,Aluma,2014,Standard,,6,UNITED STATES (USA),IOWA,BANCROFT,,,,,61,Trailer,,,,,16,Utility Trailer,,,12.000,,1,,
202305222203,2,1,1JJV532D*HL******,2024-08-02 03:06:25,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2017,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
202305222203,3,1,1GRAA062*6J******,2024-08-02 03:06:25,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2006,,,6,UNITED STATES (USA),ARKANSAS,JONESBORO,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,6.000,Dry Freight/ Reefer/ Insulated Van,2,,
202305222203,5,1,1DW1C532*RS******,2024-08-02 03:06:25,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2024,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,,,61,Trailer,,,,,46,Chassis,4,Straight Semi/Semi Trailer,53.000,,2,,
