CASENUM,VEH_NO,TRAILER_NO,VEHICLEDESCRIPTOR,VINDECODEDON,VINDECODEERROR,VEHICLETYPEID,VEHICLETYPE,MANUFACTURERFULLNAMEID,MANUFACTURERFULLNAME,MAKEID,MAKE,MODELID,MODEL,MODELYEAR,SERIES,TRIM,PLANTCOUNTRYID,PLANTCOUNTRY,PLANTSTATE,PLANTCITY,PLANTCOMPANYNAME,NONLANDUSEID,NONLANDUSE,NOTE,BODYCLASSID,BODYCLASS,GROSSVEHICLEWEIGHTRATINGFROMID,GROSSVEHICLEWEIGHTRATINGFROM,GROSSVEHICLEWEIGHTRATINGTOID,GROSSVEHICLEWEIGHTRATINGTO,TRAILERBODYTYPEID,TRAILERBODYTYPE,TRAILERTYPECONNECTIONID,TRAILERTYPECONNECTION,TRAILERLENGTHFT,OTHERTRAILERINFO,AXLESCOUNT,AXLECONFIGURATIONID,AXLECONFIGURATION
202304646466,2,1,53BLTEB2*FU******,2024-08-02 03:06:25,0,6,TRAILER,6339,"LGS INDUSTRIES, INC.",1919,LGS INDUSTRIES,5447,LOOK,2015,,,6,UNITED STATES (USA),GEORGIA,,,,,,61,Trailer,,,,,5,Enclosed Trailer,1,Ball Type Pull,29.000,Length = 20-29,2,,
202304646924,2,1,1GR1A962*LB******,2024-08-02 03:06:25,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2020,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,,,61,Trailer,,,,,,,6,Kingpin,48.000,"Semitrailer - dry freight, reefer, or insulated van",2,,
202304646924,3,1,58SGB402*ME******,2024-08-02 03:06:25,0,6,TRAILER,1509,EAST TEXAS TRAILERS,1358,EAST TEXAS TRAILERS,4701,East Texas Trailers,2021,,,6,UNITED STATES (USA),TEXAS,PETTY,,,,,61,Trailer,,,,,76,Tilt/Angled Trailer,3,Gooseneck,40.000,Tilt Deck,2,,
202304655011,1,1,5E0AA164*MG******,2024-08-02 03:06:25,0,6,TRAILER,20895,"COTTRELL, INC.",12482,COTTRELL,32567,"C-09, C-11, CS-10, CS-12M3, CX-09, CX-5LSCH, CX-AK7, CX-LSFA-TRI",2021,,,6,UNITED STATES (USA),GEORGIA,GAINESVILLE,,,,,61,Trailer,,,,,3,Car Hauler Trailer,5,Fifth Wheel,,Trailer Length (feet): 48-50,2,3,Tandem
202304655335,2,1,1XNBU121*M1******,2024-08-02 03:06:25,0,6,TRAILER,15744,"TRIPLE CROWN TRAILERS, LLC",5454,"TRIPLE CROWN TRAILERS, INC",29556,"Triple Crown Trailers, Inc",2021,,,6,UNITED STATES (USA),FLORIDA,OCALA,,,,,61,Trailer,,,,,16,Utility Trailer,1,Ball Type Pull,12.000,,1,,
202304655475,1,1,1W9BD142*N1654***,2024-08-02 03:06:25,0,6,TRAILER,20552,WATCHDOG TRAILERS LLC,10951,WATCHDOG TRAILERS LLC,28662,WATCHDOG TRAILERS LLC,2022,,,6,UNITED STATES (USA),INDIANA,SOUTH BEND,,,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,31,Ball Hitch,14.000,,2,,
202304656302,1,1,1UYVS253*M2******,2024-08-02 03:06:25,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2021,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202304656657,1,1,1W16532A*J5******,2024-08-02 03:06:25,0,6,TRAILER,11681,WILSON TRAILER CO.,10450,WILSON,27561,Wilson,2018,,,6,UNITED STATES (USA),SOUTH DAKOTA,YANKTON,,,,Type of suspension: Air Ride,61,Trailer,,,,,53,Livestock - Cattle Trailer,,,53.000,,2,,
202304658951,2,1,1UYVS248*TU******,2024-08-02 03:06:25,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,1996,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
202304662452,2,1,7SPCC402*PN******,2024-08-02 03:06:25,0,6,TRAILER,21143,PRATT INTERMODAL CHASSIS LLC,11380,PRATT INTERMODAL CHASSIS LLC,29491,PRATT INTERMODAL CHASSIS LLC,2023,,,6,UNITED STATES (USA),MICHIGAN,NILES,,,,,116,Incomplete - Trailer Chassis,,,,,109,Container Chassis/Container Trailer,4,Straight Semi/Semi Trailer,40.000,Semitrailer (Container/Intermodal Chassis),2,,
202304665380,3,1,5V8VC532*HM******,2024-08-02 03:06:25,1,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORTATION,6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2017,,,6,UNITED STATES (USA),INDIANA,MONON,,,,,61,Trailer,,,,,186,Dry Freight,6,Kingpin,53.000,Composite Plate Semitrailer (VXP),,3,Tandem
202304665409,1,1,5NHUNS21*NU******,2024-08-02 03:06:25,0,6,TRAILER,1084,"FOREST RIVER, INC.",531,FOREST RIVER,3029,Sunshine,2022,,,6,UNITED STATES (USA),GEORGIA,OCILLA,,,,Address: 193 Industrial Drive,61,Trailer,,,,,16,Utility Trailer,1,Ball Type Pull,12.000,,1,,
202304665540,2,1,1GR4M062*LH******,2024-08-02 03:06:25,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2020,,,6,UNITED STATES (USA),TENNESSEE,HUNTSVILLE,,,,,61,Trailer,,,,,,,6,Kingpin,53.000,Semitrailer - platform,2,,
202304666221,1,1,3H3V532C*FT******,2024-08-02 03:06:25,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2015,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
202304669573,1,1,1UYVS253*6U******,2024-08-02 03:06:25,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2006,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202304670227,1,1,4DJAB262*PA******,2024-08-02 03:06:25,0,6,TRAILER,1968,AMERA TRAIL INC,1514,AMERATRAIL,4908,AmeraTrail,2023,,,6,UNITED STATES (USA),FLORIDA,ST. CLOUD,AmeraTrail,,,,61,Trailer,,,,,2,Boat Trailer,,,26.000,Aluminum,2,,
202304672986,1,1,13N2512C*K1******,2024-08-02 03:06:25,0,6,TRAILER,12268,FONTAINE COMMERCIAL TRAILER INC.,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,1989,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,51.000,Optional Features: sliding suspension,2,,
202304676766,1,1,13N1532C*L1******,2024-08-02 03:06:25,0,6,TRAILER,12268,FONTAINE COMMERCIAL TRAILER INC.,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,2020,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,,,Optional Features: Sliding Suspension,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,53.000,,2,,
202304677403,1,1,1H9BS212*EM511***,2024-08-02 03:06:25,0,6,TRAILER,10499,HI-VAC CORPORATION,2737,HI-VAC CORPORATION,6655,Hi-Vac Corporation,2014,,,6,UNITED STATES (USA),OHIO,MARIETTA,,,,,,,,,,,,,1,Ball Type Pull,21.000,Sewer Jet Trailer,2,,
202304677888,2,1,5MYUU141*LB******,2024-08-02 03:06:25,0,6,TRAILER,15919,"TRIPLE CROWN TRAILERS GA, LLC",5483,DOWN TO EARTH,14218,Down to Earth Trailers,2020,,,6,UNITED STATES (USA),GEORGIA,BAXLEY,,,,,61,Trailer,,,,,16,Utility Trailer,1,Ball Type Pull,14.000,Angle Iron Frame,1,,
202304680625,2,1,16VDX142*K5******,2024-08-02 03:06:25,0,6,TRAILER,9132,"BIG TEX TRAILER MANUFACTURING, LLC",1136,BIG TEX,5625,Big Tex,2019,,,6,UNITED STATES (USA),OKLAHOMA,MADILL,"Big Tex Trailer Manufacturing, Inc.",,,,61,Trailer,,,,,16,Utility Trailer,,,14.000,Dump Trailer,2,,
202304681509,2,1,1UYVS248*AU******,2024-08-02 03:06:25,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2010,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
202304681584,1,1,1KKVE532*GL******,2024-08-02 03:06:25,0,6,TRAILER,2340,KENTUCKY MANUFACTURING CO.,2048,KENTUCKY,30822,Electronics Trailer,2016,,,6,UNITED STATES (USA),KENTUCKY,LOUISVILLE,Kentucky Manufacturing Co.,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
202304681961,1,1,1HHRTX21*VE******,2024-08-02 03:06:25,0,6,TRAILER,5518,"HACKNEY AND SONS, INC.",5125,"HACKNEY AND SONS, INC.",18775,RTX,1997,,,6,UNITED STATES (USA),,,HSE,,,Pallet-loaded with side opening compartment (bays) for the pallets.,61,Trailer,,,,,,,6,Kingpin,,30ft < 35 ft,1,,
202304683610,2,1,1JJV532B*JL******,2024-08-02 03:06:25,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10945,Refrigerated Van,2018,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
202304683979,1,1,3H3V532C*PS******,2024-08-02 03:06:25,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2023,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,,Material: Aluminum/Steel,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
202304684533,2,1,7PFJ3AA2*NB******,2024-08-02 03:06:25,0,6,TRAILER,20336,JANSTEEL USA INC.,11075,JANSTEEL,28986,JANSTEEL,2022,,,6,UNITED STATES (USA),FLORIDA,MEDLEY,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,3,Gooseneck,40.000,,2,,
202304684838,1,1,5CWRA401*AH******,2024-08-02 03:06:25,0,6,TRAILER,10121,MICKEY TRUCK BODIES INC.,11190,MICKEY TRUCK BODIES INC.,29186,MICKEY TRUCK BODIES INC.,2010,,,6,UNITED STATES (USA),NORTH CAROLINA,HIGH POINT,,,,,61,Trailer,,,,,101,Other,30,Other,40.000,Route Trailer,1,,
202304686145,1,1,1UYVS253*M7******,2024-08-02 03:06:25,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2021,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202304688974,1,1,4ZEGH402*H1******,2024-08-02 03:06:25,0,6,TRAILER,3684,LOAD TRAIL LLC,2111,LOAD TRAIL,5874,Load Trail,2017,,,6,UNITED STATES (USA),TEXAS,SUMNER,,,,,61,Trailer,,,,,,,3,Gooseneck,40.000,Type of Trailer = Heavy Duty Gooseneck,2,,
202304689872,2,1,1DW1A532*LS******,2024-08-02 03:06:25,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2020,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202304691967,1,1,5NHUNS62*HU******,2024-08-02 03:06:25,0,6,TRAILER,1084,"FOREST RIVER, INC.",531,FOREST RIVER,3029,Sunshine,2017,,,6,UNITED STATES (USA),GEORGIA,OCILLA,,,,Address: 193 Industrial Drive,61,Trailer,,,,,16,Utility Trailer,1,Ball Type Pull,16.000,,2,,
202304692775,1,1,3H3V281C*6T******,2024-08-02 03:06:25,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2006,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,,61,Trailer,,,,,36,Van Trailer,,,28.000,Material: Aluminum/Steel,1,,
202304692775,1,2,1GRAA561*5K******,2024-08-02 03:06:25,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2005,,,6,UNITED STATES (USA),ILLINOIS,KEWANEE,,,,Effective 01/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,56.000,Dry Freight/ Reefer/ Insulated Van,1,,
202304693954,1,1,1UYVS253*8P******,2024-08-02 03:06:25,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2008,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202304694137,1,1,1GRAA962*EB******,2024-08-02 03:06:25,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2014,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,48.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
202304697992,2,1,1UYVS253*EU******,2024-08-02 03:06:25,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2014,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202304703863,1,1,3H3V532C*JT******,2024-08-02 03:06:25,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2018,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
202304707036,2,1,5NHGPCF2*LW******,2024-08-02 03:06:25,0,6,TRAILER,1084,"FOREST RIVER, INC.",531,FOREST RIVER,2415,Phantom,2020,,,6,UNITED STATES (USA),INDIANA,BRISTOL,,,,Address: 1280 Commerce Dr.,61,Trailer,,,,,,,3,Gooseneck,30.000,,2,,
202304707790,1,1,3UTVS253*N8******,2024-08-02 03:06:25,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2022,,,12,MEXICO,,PIEDRAS NEGRAS,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202304711878,1,1,16V1W222*M2******,2024-08-02 03:06:25,0,6,TRAILER,9132,"BIG TEX TRAILER MANUFACTURING, LLC",1136,BIG TEX,5625,Big Tex,2021,,,6,UNITED STATES (USA),TEXAS,MOUNT PLEASANT,"Big Tex Trailer Manufacturing, Inc.",,,,61,Trailer,,,,,17,Landscape Trailer,14,Bumper Pull,22.000,,2,,
202304712466,1,1,3H3V532C*JR******,2024-08-02 03:06:25,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2018,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
202304712466,2,1,1UYVS253*EU******,2024-08-02 03:06:25,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2014,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202304714040,3,1,1S9E0182*N1303***,2024-08-02 03:06:25,0,6,TRAILER,13596,"SUN COAST TRAILER MANUFACTURERS, INC.",4343,SUN COAST TRAILER,9147,Sun Coast Trailer,2022,,,6,UNITED STATES (USA),FLORIDA,CORAL SPRINGS,"Sun Coast Trailer Manufacturers, Inc.",,,,61,Trailer,,,,,5,Enclosed Trailer,,,18.000,,2,,
202304715291,1,1,1GRAA062*6D******,2024-08-02 03:06:25,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2006,,,6,UNITED STATES (USA),PENNSYLVANIA,DANVILLE,,,,Effective 12/01/01,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,6.000,Dry Freight/ Reefer/ Insulated Van,2,,
202304715291,2,1,5E0AJ144*HG******,2024-08-02 03:06:25,0,6,TRAILER,20895,"COTTRELL, INC.",12482,COTTRELL,32571,"C-09, c-10, C-11, CX-09, CX-10, CX-11",2017,,,6,UNITED STATES (USA),GEORGIA,GAINESVILLE,,,,,61,Trailer,,,,,3,Car Hauler Trailer,5,Fifth Wheel,,Trailer Length (feet): 44-46,2,3,Tandem
202304716262,1,1,1UYVS253*XM******,2024-08-02 03:06:25,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,1999,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202304716764,2,1,5E0AA144*KG******,2024-08-02 03:06:25,0,6,TRAILER,20895,"COTTRELL, INC.",12482,COTTRELL,32567,"C-09, C-11, CS-10, CS-12M3, CX-09, CX-5LSCH, CX-AK7, CX-LSFA-TRI",2019,,,6,UNITED STATES (USA),GEORGIA,GAINESVILLE,,,,,61,Trailer,,,,,3,Car Hauler Trailer,5,Fifth Wheel,,Trailer Length (feet): 44-46,2,3,Tandem
202304717745,1,1,5V8VC532*KM******,2024-08-02 03:06:25,0,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORTATION,6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2019,,,6,UNITED STATES (USA),INDIANA,MONON,,,,,61,Trailer,,,,,186,Dry Freight,6,Kingpin,53.000,Composite Plate Semitrailer (VXP),,3,Tandem
202304717844,1,1,4ZETD223*E1******,2024-08-02 03:06:25,0,6,TRAILER,3684,LOAD TRAIL LLC,2111,LOAD TRAIL,5874,Load Trail,2014,,,6,UNITED STATES (USA),TEXAS,SUMNER,,,,,61,Trailer,,,,,102,Standard,,,22.000,Type of Trailer = Standard Tilt Deck,3,,
202304717892,2,1,LJRC3926*M3******,2024-08-02 03:06:25,0,6,TRAILER,9950,"CIMC VEHICLES GROUP CO., LTD.",4101,CIMC VEHICLES GROUP CO,8811,CIMC VEHICLES GROUP CO,2021,,,8,CHINA,,JINAN,,,,"GVWR = 30,000-34,990kg",61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,109,Container Chassis/Container Trailer,,,39.000,,2,,
202304729180,1,1,1JJV532D*BL******,2024-08-02 03:06:25,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2011,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
202304731070,2,1,1JJV532D*GL******,2024-08-02 03:06:25,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2016,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
202304732011,2,1,3H4JS211*J3******,2024-08-02 03:06:25,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",5444,J&L,14160,J&L Trailers,2018,,,12,MEXICO,,JUAREZ,,,,,61,Trailer,,,,,174,Dry Bulk Trailer,4,Straight Semi/Semi Trailer,21.000,AL. PNEUMATIC,1,,
202304732011,2,2,3H4JS202*J3******,2024-08-02 03:06:25,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",5444,J&L,14160,J&L Trailers,2018,,,12,MEXICO,,JUAREZ,,,,,61,Trailer,,,,,174,Dry Bulk Trailer,4,Straight Semi/Semi Trailer,20.000,AL. PNEUMATIC,2,,
202304734512,1,1,4P51D202*P1******,2024-08-02 03:06:25,0,6,TRAILER,16013,"PJ TRAILERS MANUFACTURING, INC.",6060,PJ,28324,PJ,2023,,,6,UNITED STATES (USA),TEXAS,SUMNER,,,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,14,Bumper Pull,20.000,,2,,
202304734924,1,1,1UYFS253*HA******,2024-08-02 03:06:25,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2017,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202304734924,2,1,5SHFA433*NB******,2024-08-02 03:06:25,1,6,TRAILER,19398,KAUFMAN TRAILERS OF NE,10136,"KAUFMAN TRAILERS OF NE, INC.",26220,"Kaufman Trailers of NE, Inc.",2022,,,6,UNITED STATES (USA),NEBRASKA,BEAVER CITY,,,,,61,Trailer,,,,,66,Car Trailer,,,43.000,Trailer Type: Flatbed,3,,
202304737105,1,1,4ZEUT122*J1******,2024-08-02 03:06:25,0,6,TRAILER,3684,LOAD TRAIL LLC,2111,LOAD TRAIL,5874,Load Trail,2018,,,6,UNITED STATES (USA),TEXAS,SUMNER,,,,,61,Trailer,,,,,16,Utility Trailer,,,12.000,Tandem Axle Utility,2,,
202304737327,2,1,5DN15442*NB******,2024-08-02 03:06:25,0,6,TRAILER,8543,WESTERN TRAILER COMPANY,3808,WESTERN TRAILER COMPANY,8295,Western Trailer Company,2022,,,6,UNITED STATES (USA),IDAHO,BOISE,Western Trailer Company,,,,61,Trailer,,,,,83,Pup Trailer,4,Straight Semi/Semi Trailer,44.000,Transfer (Express Belt),2,,
202304741379,1,1,1GRAA062*CW******,2024-08-02 03:06:25,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2012,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
202304745862,2,1,1JJV532D*LL******,2024-08-02 03:06:25,1,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2020,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
202304747144,2,1,558MEBP2*JK******,2024-08-02 03:06:25,0,6,TRAILER,7785,MAC LTT INC.,2552,MAC,6384,MAC,2018,,,6,UNITED STATES (USA),OHIO,KENT,,,,Connection Type: Straight-Semi with Fifth Wheel & Kingpin,61,Trailer,,,,,101,Other,4,Straight Semi/Semi Trailer,44.000,Trailer Type = Dot-406 / Hazardous Liquids,2,,
202304747274,1,1,1JJV532D*LL******,2024-08-02 03:06:25,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2020,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
202304747375,1,1,1T91F352*R1247***,2024-08-02 03:06:25,1,6,TRAILER,10839,"TRAVIS BODY & TRAILER, INC.",3520,"TRAVIS BODY & TRAILER, INC.",7868,"TRAVIS BODY & TRAILER, INC.",2024,,,6,UNITED STATES (USA),TEXAS,HOUSTON,,,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,30,Other,35.000,Tumer ARx43,2,,
202304749554,1,1,3H3V532K*NS******,2024-08-02 03:06:25,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2022,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,,Body Type: SEMITRAILER,61,Trailer,,,,,36,Van Trailer,6,Kingpin,53.000,,2,,
202304749906,1,1,1TTF482C*G3******,2024-08-02 03:06:25,0,6,TRAILER,8231,TRANSCRAFT CORPORATION,12050,TRANSCRAFT/WABASH,27663,Combo Steel/Alum Flatbed,2016,,,6,UNITED STATES (USA),KENTUCKY,CADIZ,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,48.000,,2,,
202304751567,2,1,3H3V532S*PS******,2024-08-02 03:06:25,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2023,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,,Material: Steel,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
202304752472,2,1,1W9S4422*XN001***,2024-08-02 03:06:25,0,6,TRAILER,10142,WALKER STAINLESS EQUIPMENT CO,6968,WALKER STAINLESS EQUIPMENT CO,18539,WALKER STAINLESS EQUIPMENT CO,1999,,,6,UNITED STATES (USA),WISCONSIN,NEW LISBON,,,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,44.000,Sanitary Foodgrade,2,,
202304753726,1,1,1GRAA962*8S******,2024-08-02 03:06:25,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2008,,,6,UNITED STATES (USA),GEORGIA,SAVANNAH,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,48.000,Dry Freight/ Reefer/ Insulated Van,2,,
202304753726,2,1,1GRAA962*8S******,2024-08-02 03:06:25,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2008,,,6,UNITED STATES (USA),GEORGIA,SAVANNAH,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,48.000,Dry Freight/ Reefer/ Insulated Van,2,,
202304757092,1,1,1UYVS253*L6******,2024-08-02 03:06:25,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2020,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
